,vout (V),,
code,nominal,seed=1,seed=2
31140,-0.467007046,-0.405926081,-0.437989775
31141,-0.466720099,-0.405704935,-0.437713747
31142,-0.466433151,-0.405336655,-0.437349929
31143,-0.466146204,-0.405115509,-0.437073907
31144,-0.465859256,-0.404815803,-0.436762193
31145,-0.465572309,-0.404594657,-0.436486166
31146,-0.465285361,-0.404226376,-0.436122353
31147,-0.464998414,-0.404005231,-0.435846326
31148,-0.464711466,-0.403931917,-0.435756279
31149,-0.464424519,-0.403710771,-0.435480252
31150,-0.464137571,-0.40334249,-0.435116434
31151,-0.463850624,-0.403121345,-0.434840411
31152,-0.463563676,-0.402750206,-0.434501617
31153,-0.463276729,-0.40252906,-0.434225589
31154,-0.462989781,-0.402160779,-0.433861776
31155,-0.462702834,-0.401939634,-0.433585749
31156,-0.462415886,-0.40186632,-0.433495702
31157,-0.462128939,-0.401645174,-0.433219675
31158,-0.461841991,-0.401276893,-0.432855857
31159,-0.461555044,-0.401055748,-0.432579834
31160,-0.461268096,-0.400756041,-0.432268121
31161,-0.460981149,-0.400534895,-0.431992094
31162,-0.460694201,-0.400166615,-0.431628281
31163,-0.460407254,-0.399945469,-0.431352253
31164,-0.460120306,-0.399872155,-0.431262207
31165,-0.459833359,-0.39965101,-0.430986179
31166,-0.459546411,-0.399282729,-0.430622361
31167,-0.459259464,-0.399061583,-0.430346339
31168,-0.458972516,-0.39876011,-0.429655823
31169,-0.458685569,-0.398538964,-0.429379796
31170,-0.458398621,-0.398170684,-0.429015982
31171,-0.458111674,-0.397949538,-0.428739955
31172,-0.457824726,-0.397876224,-0.428649908
31173,-0.457537779,-0.397655079,-0.428373881
31174,-0.457250831,-0.397286798,-0.428010063
31175,-0.456963884,-0.397065652,-0.42773404
31176,-0.456676936,-0.396765946,-0.427422327
31177,-0.456389989,-0.3965448,-0.4271463
31178,-0.456103041,-0.396176519,-0.426782487
31179,-0.455816094,-0.395955374,-0.426506459
31180,-0.455529146,-0.39588206,-0.426416413
31181,-0.455242199,-0.395660914,-0.426140385
31182,-0.454955251,-0.395292634,-0.425776568
31183,-0.454668304,-0.395071488,-0.425500545
31184,-0.454381356,-0.394700349,-0.425161751
31185,-0.454094409,-0.394479203,-0.424885723
31186,-0.453807461,-0.394110922,-0.42452191
31187,-0.453520514,-0.393889777,-0.424245883
31188,-0.453233566,-0.393816463,-0.424155836
31189,-0.452946619,-0.393595317,-0.423879809
31190,-0.452659671,-0.393227037,-0.423515991
31191,-0.452372724,-0.393005891,-0.423239968
31192,-0.452085776,-0.392706184,-0.422928255
31193,-0.451798829,-0.392485039,-0.422652228
31194,-0.451511882,-0.392116758,-0.422288414
31195,-0.451224934,-0.391895612,-0.422012387
31196,-0.450937987,-0.391822298,-0.42192234
31197,-0.450651039,-0.391601153,-0.421646313
31198,-0.450364092,-0.391232872,-0.421282495
31199,-0.450077144,-0.391011726,-0.421006472
31200,-0.449790197,-0.390710599,-0.42073592
31201,-0.449503249,-0.390489453,-0.420459892
31202,-0.449216302,-0.390121173,-0.420096079
31203,-0.448929354,-0.389900027,-0.419820052
31204,-0.448642407,-0.389826713,-0.419730005
31205,-0.448355459,-0.389605567,-0.419453978
31206,-0.448068512,-0.389237287,-0.41909016
31207,-0.447781564,-0.389016141,-0.418814137
31208,-0.447494617,-0.388716434,-0.418502424
31209,-0.447207669,-0.388495289,-0.418226397
31210,-0.446920722,-0.388127008,-0.417862584
31211,-0.446633774,-0.387905862,-0.417586556
31212,-0.446346827,-0.387832548,-0.41749651
31213,-0.446059879,-0.387611403,-0.417220482
31214,-0.445772932,-0.387243122,-0.416856665
31215,-0.445485984,-0.387021977,-0.416580642
31216,-0.445199037,-0.386650837,-0.416241847
31217,-0.444912089,-0.386429692,-0.41596582
31218,-0.444625142,-0.386061411,-0.415602007
31219,-0.444338194,-0.385840265,-0.415325979
31220,-0.444051247,-0.385766951,-0.415235933
31221,-0.443764299,-0.385545806,-0.414959905
31222,-0.443477352,-0.385177525,-0.414596088
31223,-0.443190404,-0.38495638,-0.414320065
31224,-0.442903457,-0.384656673,-0.414008352
31225,-0.442616509,-0.384435527,-0.413732324
31226,-0.442329562,-0.384067247,-0.413368511
31227,-0.442042614,-0.383846101,-0.413092484
31228,-0.441755667,-0.383772787,-0.413002437
31229,-0.441468719,-0.383551641,-0.41272641
31230,-0.441181772,-0.383183361,-0.412362592
31231,-0.440894824,-0.382962215,-0.412086569
31232,-0.440607877,-0.380345783,-0.41286169
31233,-0.440320929,-0.380124637,-0.412585663
31234,-0.440033982,-0.379756357,-0.412221849
31235,-0.439747034,-0.379535211,-0.411945822
31236,-0.439460087,-0.379461897,-0.411855776
31237,-0.439173139,-0.379240751,-0.411579748
31238,-0.438886192,-0.378872471,-0.411215931
31239,-0.438599244,-0.378651325,-0.410939908
31240,-0.438312297,-0.378351618,-0.410628195
31241,-0.438025349,-0.378130473,-0.410352167
31242,-0.437738402,-0.377762192,-0.409988354
31243,-0.437451454,-0.377541047,-0.409712327
31244,-0.437164507,-0.377467733,-0.40962228
31245,-0.436877559,-0.377246587,-0.409346253
31246,-0.436590612,-0.376878306,-0.408982435
31247,-0.436303664,-0.376657161,-0.408706412
31248,-0.436016717,-0.376286021,-0.408367618
31249,-0.435729769,-0.376064876,-0.40809159
31250,-0.435442822,-0.375696595,-0.407727777
31251,-0.435155874,-0.37547545,-0.40745175
31252,-0.434868927,-0.375402136,-0.407361703
31253,-0.434581979,-0.37518099,-0.407085676
31254,-0.434295032,-0.374812709,-0.406721858
31255,-0.434008084,-0.374591564,-0.406445835
31256,-0.433721137,-0.374291857,-0.406134122
31257,-0.433434189,-0.374070711,-0.405858095
31258,-0.433147242,-0.373702431,-0.405494282
31259,-0.432860294,-0.373481285,-0.405218254
31260,-0.432573347,-0.373407971,-0.405128208
31261,-0.432286399,-0.373186825,-0.40485218
31262,-0.431999452,-0.372818545,-0.404488363
31263,-0.431712504,-0.372597399,-0.40421234
31264,-0.431425557,-0.372296272,-0.403941787
31265,-0.431138609,-0.372075126,-0.40366576
31266,-0.430851662,-0.371706845,-0.403301946
31267,-0.430564714,-0.3714857,-0.403025919
31268,-0.430277767,-0.371412386,-0.402935872
31269,-0.429990819,-0.37119124,-0.402659845
31270,-0.429703872,-0.37082296,-0.402296027
31271,-0.429416925,-0.370601814,-0.402020004
31272,-0.429129977,-0.370302107,-0.401708291
31273,-0.42884303,-0.370080961,-0.401432264
31274,-0.428556082,-0.369712681,-0.401068451
31275,-0.428269135,-0.369491535,-0.400792423
31276,-0.427982187,-0.369418221,-0.400702377
31277,-0.42769524,-0.369197076,-0.400426349
31278,-0.427408292,-0.368828795,-0.400062532
31279,-0.427121345,-0.368607649,-0.399786509
31280,-0.426834397,-0.36823651,-0.399447715
31281,-0.42654745,-0.368015364,-0.399171687
31282,-0.426260502,-0.367647084,-0.398807874
31283,-0.425973555,-0.367425938,-0.398531847
31284,-0.425686607,-0.367352624,-0.3984418
31285,-0.42539966,-0.367131479,-0.398165773
31286,-0.425112712,-0.366763198,-0.397801955
31287,-0.424825765,-0.366542052,-0.397525932
31288,-0.424538817,-0.366242346,-0.397214219
31289,-0.42425187,-0.3660212,-0.396938192
31290,-0.423964922,-0.36565292,-0.396574378
31291,-0.423677975,-0.365431774,-0.396298351
31292,-0.423391027,-0.36535846,-0.396208304
31293,-0.42310408,-0.365137314,-0.395932277
31294,-0.422817132,-0.364769034,-0.39556846
31295,-0.422530185,-0.364547888,-0.395292436
31296,-0.422243237,-0.364246415,-0.394601921
31297,-0.42195629,-0.364025269,-0.394325893
31298,-0.421669342,-0.363656988,-0.39396208
31299,-0.421382395,-0.363435843,-0.393686053
31300,-0.421095447,-0.363362529,-0.393596006
31301,-0.4208085,-0.363141383,-0.393319979
31302,-0.420521552,-0.362773103,-0.392956161
31303,-0.420234605,-0.362551957,-0.392680138
31304,-0.419947657,-0.36225225,-0.392368425
31305,-0.41966071,-0.362031105,-0.392092398
31306,-0.419373762,-0.361662824,-0.391728584
31307,-0.419086815,-0.361441678,-0.391452557
31308,-0.418799867,-0.361368364,-0.39136251
31309,-0.41851292,-0.361147219,-0.391086483
31310,-0.418225972,-0.360778938,-0.390722666
31311,-0.417939025,-0.360557793,-0.390446643
31312,-0.417652077,-0.360186653,-0.390107848
31313,-0.41736513,-0.359965508,-0.389831821
31314,-0.417078182,-0.359597227,-0.389468008
31315,-0.416791235,-0.359376081,-0.38919198
31316,-0.416504287,-0.359302767,-0.389101934
31317,-0.41621734,-0.359081622,-0.388825906
31318,-0.415930392,-0.358713341,-0.388462089
31319,-0.415643445,-0.358492195,-0.388186066
31320,-0.415356497,-0.358192489,-0.387874353
31321,-0.41506955,-0.357971343,-0.387598325
31322,-0.414782602,-0.357603063,-0.387234512
31323,-0.414495655,-0.357381917,-0.386958485
31324,-0.414208707,-0.357308603,-0.386868438
31325,-0.41392176,-0.357087457,-0.386592411
31326,-0.413634812,-0.356719177,-0.386228593
31327,-0.413347865,-0.356498031,-0.38595257
31328,-0.413060917,-0.356196903,-0.385682017
31329,-0.41277397,-0.355975758,-0.38540599
31330,-0.412487022,-0.355607477,-0.385042177
31331,-0.412200075,-0.355386331,-0.38476615
31332,-0.411913127,-0.355313018,-0.384676103
31333,-0.41162618,-0.355091872,-0.384400076
31334,-0.411339232,-0.354723591,-0.384036258
31335,-0.411052285,-0.354502446,-0.383760235
31336,-0.410765337,-0.354202739,-0.383448522
31337,-0.41047839,-0.353981593,-0.383172495
31338,-0.410191442,-0.353613313,-0.382808681
31339,-0.409904495,-0.353392167,-0.382532654
31340,-0.409617547,-0.353318853,-0.382442607
31341,-0.4093306,-0.353097707,-0.38216658
31342,-0.409043652,-0.352729427,-0.381802763
31343,-0.408756705,-0.352508281,-0.381526739
31344,-0.408469757,-0.352137142,-0.381187945
31345,-0.40818281,-0.351915996,-0.380911918
31346,-0.407895862,-0.351547716,-0.380548104
31347,-0.407608915,-0.35132657,-0.380272077
31348,-0.407321967,-0.351253256,-0.38018203
31349,-0.40703502,-0.35103211,-0.379906003
31350,-0.406748073,-0.35066383,-0.379542186
31351,-0.406461125,-0.350442684,-0.379266163
31352,-0.406174178,-0.350142978,-0.37895445
31353,-0.40588723,-0.349921832,-0.378678422
31354,-0.405600283,-0.349553551,-0.378314609
31355,-0.405313335,-0.349332406,-0.378038582
31356,-0.405026388,-0.349259092,-0.377948535
31357,-0.40473944,-0.349037946,-0.377672508
31358,-0.404452493,-0.348669665,-0.37730869
31359,-0.404165545,-0.34844852,-0.377032667
31360,-0.403878598,-0.349178213,-0.377940075
31361,-0.40359165,-0.348957067,-0.377664048
31362,-0.403304703,-0.348588786,-0.377300234
31363,-0.403017755,-0.348367641,-0.377024207
31364,-0.402730808,-0.348294327,-0.37693416
31365,-0.40244386,-0.348073181,-0.376658133
31366,-0.402156913,-0.347704901,-0.376294316
31367,-0.401869965,-0.347483755,-0.376018292
31368,-0.401583018,-0.347184048,-0.375706579
31369,-0.40129607,-0.346962902,-0.375430552
31370,-0.401009123,-0.346594622,-0.375066739
31371,-0.400722175,-0.346373476,-0.374790711
31372,-0.400435228,-0.346300162,-0.374700665
31373,-0.40014828,-0.346079017,-0.374424637
31374,-0.399861333,-0.345710736,-0.37406082
31375,-0.399574385,-0.34548959,-0.373784797
31376,-0.399287438,-0.345118451,-0.373446003
31377,-0.39900049,-0.344897305,-0.373169975
31378,-0.398713543,-0.344529025,-0.372806162
31379,-0.398426595,-0.344307879,-0.372530135
31380,-0.398139648,-0.344234565,-0.372440088
31381,-0.3978527,-0.34401342,-0.372164061
31382,-0.397565753,-0.343645139,-0.371800243
31383,-0.397278805,-0.343423993,-0.37152422
31384,-0.396991858,-0.343124287,-0.371212507
31385,-0.39670491,-0.342903141,-0.37093648
31386,-0.396417963,-0.342534861,-0.370572666
31387,-0.396131015,-0.342313715,-0.370296639
31388,-0.395844068,-0.342240401,-0.370206592
31389,-0.39555712,-0.342019255,-0.369930565
31390,-0.395270173,-0.341650975,-0.369566748
31391,-0.394983225,-0.341429829,-0.369290724
31392,-0.394696278,-0.341128701,-0.369020172
31393,-0.39440933,-0.340907556,-0.368744144
31394,-0.394122383,-0.340539275,-0.368380331
31395,-0.393835435,-0.340318129,-0.368104304
31396,-0.393548488,-0.340244815,-0.368014257
31397,-0.39326154,-0.34002367,-0.36773823
31398,-0.392974593,-0.339655389,-0.367374412
31399,-0.392687645,-0.339434244,-0.367098389
31400,-0.392400698,-0.339134537,-0.366786676
31401,-0.39211375,-0.338913391,-0.366510649
31402,-0.391826803,-0.338545111,-0.366146836
31403,-0.391539855,-0.338323965,-0.365870808
31404,-0.391252908,-0.338250651,-0.365780762
31405,-0.39096596,-0.338029505,-0.365504734
31406,-0.390679013,-0.337661225,-0.365140917
31407,-0.390392065,-0.337440079,-0.364864894
31408,-0.390105118,-0.33706894,-0.364526099
31409,-0.38981817,-0.336847794,-0.364250072
31410,-0.389531223,-0.336479514,-0.363886259
31411,-0.389244275,-0.336258368,-0.363610231
31412,-0.388957328,-0.336185054,-0.363520185
31413,-0.38867038,-0.335963908,-0.363244157
31414,-0.388383433,-0.335595628,-0.36288034
31415,-0.388096485,-0.335374482,-0.362604317
31416,-0.387809538,-0.335074775,-0.362292604
31417,-0.38752259,-0.33485363,-0.362016577
31418,-0.387235643,-0.334485349,-0.361652763
31419,-0.386948695,-0.334264204,-0.361376736
31420,-0.386661748,-0.33419089,-0.361286689
31421,-0.3863748,-0.333969744,-0.361010662
31422,-0.386087853,-0.333601463,-0.360646845
31423,-0.385800905,-0.333380318,-0.360370821
31424,-0.385513958,-0.333078844,-0.359680305
31425,-0.38522701,-0.332857699,-0.359404278
31426,-0.384940063,-0.332489418,-0.359040465
31427,-0.384653115,-0.332268272,-0.358764437
31428,-0.384366168,-0.332194958,-0.358674391
31429,-0.384079221,-0.331973813,-0.358398364
31430,-0.383792273,-0.331605532,-0.358034546
31431,-0.383505326,-0.331384387,-0.357758523
31432,-0.383218378,-0.33108468,-0.35744681
31433,-0.382931431,-0.330863534,-0.357170783
31434,-0.382644483,-0.330495254,-0.356806969
31435,-0.382357536,-0.330274108,-0.356530942
31436,-0.382070588,-0.330200794,-0.356440895
31437,-0.381783641,-0.329979648,-0.356164868
31438,-0.381496693,-0.329611368,-0.355801051
31439,-0.381209746,-0.329390222,-0.355525027
31440,-0.380922798,-0.329019083,-0.355186233
31441,-0.380635851,-0.328797937,-0.354910206
31442,-0.380348903,-0.328429657,-0.354546392
31443,-0.380061956,-0.328208511,-0.354270365
31444,-0.379775008,-0.328135197,-0.354180318
31445,-0.379488061,-0.327914051,-0.353904291
31446,-0.379201113,-0.327545771,-0.353540474
31447,-0.378914166,-0.327324625,-0.35326445
31448,-0.378627218,-0.327024919,-0.352952738
31449,-0.378340271,-0.326803773,-0.35267671
31450,-0.378053323,-0.326435492,-0.352312897
31451,-0.377766376,-0.326214347,-0.35203687
31452,-0.377479428,-0.326141033,-0.351946823
31453,-0.377192481,-0.325919887,-0.351670796
31454,-0.376905533,-0.325551606,-0.351306978
31455,-0.376618586,-0.325330461,-0.351030955
31456,-0.376331638,-0.325029333,-0.350760402
31457,-0.376044691,-0.324808187,-0.350484375
31458,-0.375757743,-0.324439907,-0.350120562
31459,-0.375470796,-0.324218761,-0.349844534
31460,-0.375183848,-0.324145447,-0.349754488
31461,-0.374896901,-0.323924302,-0.34947846
31462,-0.374609953,-0.323556021,-0.349114643
31463,-0.374323006,-0.323334875,-0.34883862
31464,-0.374036058,-0.323035169,-0.348526907
31465,-0.373749111,-0.322814023,-0.348250879
31466,-0.373462163,-0.322445743,-0.347887066
31467,-0.373175216,-0.322224597,-0.347611039
31468,-0.372888268,-0.322151283,-0.347520992
31469,-0.372601321,-0.321930137,-0.347244965
31470,-0.372314373,-0.321561857,-0.346881148
31471,-0.372027426,-0.321340711,-0.346605124
31472,-0.371740478,-0.320969572,-0.34626633
31473,-0.371453531,-0.320748426,-0.345990303
31474,-0.371166583,-0.320380145,-0.345626489
31475,-0.370879636,-0.320159,-0.345350462
31476,-0.370592688,-0.320085686,-0.345260415
31477,-0.370305741,-0.31986454,-0.344984388
31478,-0.370018793,-0.31949626,-0.344620571
31479,-0.369731846,-0.319275114,-0.344344547
31480,-0.369444898,-0.318975407,-0.344032834
31481,-0.369157951,-0.318754262,-0.343756807
31482,-0.368871003,-0.318385981,-0.343392994
31483,-0.368584056,-0.318164835,-0.343116966
31484,-0.368297108,-0.318091521,-0.34302692
31485,-0.368010161,-0.317870376,-0.342750892
31486,-0.367723213,-0.317502095,-0.342387075
31487,-0.367436266,-0.31728095,-0.342111052
31488,-0.367149318,-0.318306826,-0.340907769
31489,-0.366862371,-0.318085681,-0.340631742
31490,-0.366575423,-0.3177174,-0.340267929
31491,-0.366288476,-0.317496254,-0.339991901
31492,-0.366001528,-0.31742294,-0.339901855
31493,-0.365714581,-0.317201795,-0.339625827
31494,-0.365427633,-0.316833514,-0.33926201
31495,-0.365140686,-0.316612369,-0.338985987
31496,-0.364853738,-0.316312662,-0.338674274
31497,-0.364566791,-0.316091516,-0.338398246
31498,-0.364279843,-0.315723236,-0.338034433
31499,-0.363992896,-0.31550209,-0.337758406
31500,-0.363705948,-0.315428776,-0.337668359
31501,-0.363419001,-0.31520763,-0.337392332
31502,-0.363132053,-0.31483935,-0.337028515
31503,-0.362845106,-0.314618204,-0.336752491
31504,-0.362558158,-0.314247065,-0.336413697
31505,-0.362271211,-0.314025919,-0.336137669
31506,-0.361984263,-0.313657639,-0.335773856
31507,-0.361697316,-0.313436493,-0.335497829
31508,-0.361410369,-0.313363179,-0.335407782
31509,-0.361123421,-0.313142033,-0.335131755
31510,-0.360836474,-0.312773753,-0.334767938
31511,-0.360549526,-0.312552607,-0.334491914
31512,-0.360262579,-0.3122529,-0.334180201
31513,-0.359975631,-0.312031755,-0.333904174
31514,-0.359688684,-0.311663474,-0.333540361
31515,-0.359401736,-0.311442329,-0.333264333
31516,-0.359114789,-0.311369015,-0.333174287
31517,-0.358827841,-0.311147869,-0.332898259
31518,-0.358540894,-0.310779588,-0.332534442
31519,-0.358253946,-0.310558443,-0.332258419
31520,-0.357966999,-0.310257315,-0.331987866
31521,-0.357680051,-0.310036169,-0.331711839
31522,-0.357393104,-0.309667889,-0.331348025
31523,-0.357106156,-0.309446743,-0.331071998
31524,-0.356819209,-0.309373429,-0.330981951
31525,-0.356532261,-0.309152283,-0.330705924
31526,-0.356245314,-0.308784003,-0.330342107
31527,-0.355958366,-0.308562857,-0.330066083
31528,-0.355671419,-0.308263151,-0.329754371
31529,-0.355384471,-0.308042005,-0.329478343
31530,-0.355097524,-0.307673724,-0.32911453
31531,-0.354810576,-0.307452579,-0.328838503
31532,-0.354523629,-0.307379265,-0.328748456
31533,-0.354236681,-0.307158119,-0.328472429
31534,-0.353949734,-0.306789839,-0.328108612
31535,-0.353662786,-0.306568693,-0.327832588
31536,-0.353375839,-0.306197554,-0.327493794
31537,-0.353088891,-0.305976408,-0.327217766
31538,-0.352801944,-0.305608127,-0.326853953
31539,-0.352514996,-0.305386982,-0.326577926
31540,-0.352228049,-0.305313668,-0.326487879
31541,-0.351941101,-0.305092522,-0.326211852
31542,-0.351654154,-0.304724241,-0.325848035
31543,-0.351367206,-0.304503096,-0.325572011
